date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:48:35	1244587/1244587	---M--	200	added ('OK')	image/jpeg	etag:CJ274tmj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532230248730-1RKNZ45ENATD4YYKCABO/ke17ZwdGBToddI8pDm48kD1P9BgemWsDRCMXjK6ZnXt7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UfIyV69vqfmnVx3_oT3war8Q6J7oOyAO6KbulbzxVzq2-zH9hmAOn72jek5VDWPSVA/customheels3.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532230248730-1RKNZ45ENATD4YYKCABO/ke17ZwdGBToddI8pDm48kD1P9BgemWsDRCMXjK6ZnXt7gQa/customheels30e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:44	1559160/1559160	---M--	200	added ('OK')	image/jpeg	etag:CJyu0dmj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532230608644-C85TQPOCXVGK396EOCF3/ke17ZwdGBToddI8pDm48kDHPSfPanjkWqhH6pl6g5ph7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0mwONMR1ELp49Lyc52iWr5dNb1QJw9casjKdtTg1_-y4jz4ptJBmI9gQmbjSQnNGng/letyourfeelings.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532230608644-C85TQPOCXVGK396EOCF3/ke17ZwdGBToddI8pDm48kDHPSfPanjkWqhH6pl6g5ph7gQa/letyourfeelings0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:45	38264/38264	---MCZ	200	added ('OK')	text/html	etag:W/%22430d673422d073999f124691ba687358--gzip%22	https://www.rebecca-murphy.net/artlineastrology/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/artlineastrology/index.html	(from https://www.rebecca-murphy.net/)
10:48:45	40223/40223	---MCZ	200	added ('OK')	text/html	etag:W/%22dffe53a6e2e8aaa3535ec825a716ad0d--gzip%22	https://www.rebecca-murphy.net/heels/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/heels/index.html	(from https://www.rebecca-murphy.net/)
10:48:45	39307/39307	---MCZ	200	added ('OK')	text/html	etag:W/%22628f9e214b02ff325b1db7c4c396f6b6--gzip%22	https://www.rebecca-murphy.net/artline-show-your-feelings/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/artline-show-your-feelings/index.html	(from https://www.rebecca-murphy.net/)
10:48:46	2269368/2269368	---M--	200	added ('OK')	image/jpeg	etag:CNW0n9qj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532232259975-S0FBO9XVYT7R4LUZQWP6/ke17ZwdGBToddI8pDm48kNVIaW8WwZEN-u6ouwnmbxJ7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UcWZDnPYWrSb-XsWi3uu_O4G9R4dmQwcsRJHj2i5VrcF543e4g4lxtjixDVTOADfdA/web_PRINTS.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532232259975-S0FBO9XVYT7R4LUZQWP6/ke17ZwdGBToddI8pDm48kNVIaW8WwZEN-u6ouwnmbxJ7gQa/web_PRINTS0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:46	150571/150571	---M--	200	added ('OK')	image/jpeg	etag:CNXEoNqj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532430809792-F4OW6O0V7JWVEQBSAC0Z/ke17ZwdGBToddI8pDm48kGAg9u-xVZn0i9Ct3IJbLc9Zw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZUJFbgE-7XRK3dMEBRBhUpy9tarShOkVeB8wBDcikBb7pLr6lPIn8hiM4jeBkQJGroOVhoywiMNbPzu1AkhN4TI/TheNightingale.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532430809792-F4OW6O0V7JWVEQBSAC0Z/ke17ZwdGBToddI8pDm48kGAg9u-xVZn0i9Ct3IJbLc9Zw-z/TheNightingale0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:47	70256/70256	---M--	200	added ('OK')	image/jpeg	etag:CLOWw9mj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532232718735-KLJ8M3GMKQ6EZIEMSMDJ/ke17ZwdGBToddI8pDm48kAR4Rz1-SDQ2oP4S0KK9rpFZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZamWLI2zvYWH8K3-s_4yszcp2ryTI0HqTOaaUohrI8PIWIZmqEQp7kl9FFHYYtaZvAB_8uUV4pN3UXy-oglYGiQKMshLAGzx4R3EDFOm1kBS/rhino_rebeccamurphy_lores.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532232718735-KLJ8M3GMKQ6EZIEMSMDJ/ke17ZwdGBToddI8pDm48kAR4Rz1-SDQ2oP4S0KK9rpFZw-z/rhino_rebeccamurphy_lores0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:47	39592/39592	---MCZ	200	added ('OK')	text/html	etag:W/%22c619d3cd66c57cfbd200ab43c33a2e32--gzip%22	https://www.rebecca-murphy.net/screenprintsonshell/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/screenprintsonshell/index.html	(from https://www.rebecca-murphy.net/)
10:48:48	94835/94835	---M--	200	added ('OK')	image/jpeg	etag:CMv6gtqj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532307925533-V6W10GTAMJSLKM3LXHMR/ke17ZwdGBToddI8pDm48kPTNg-iySwhxYTnEujE-B71Zw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZUJFbgE-7XRK3dMEBRBhUpy2r8aVnQLGOSlVaSPpLx4NqPr7tNc3lBL-YW6JIawMoiuseFeIO9flYrYhHMFWWQ0/unicornsandheavymetal.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532307925533-V6W10GTAMJSLKM3LXHMR/ke17ZwdGBToddI8pDm48kPTNg-iySwhxYTnEujE-B71Zw-z/unicornsandheavymetal0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:48	41951/41951	---MCZ	200	added ('OK')	text/html	etag:W/%221f83028c48c80511b2719c0d4b992241--gzip%22	https://www.rebecca-murphy.net/the-nightingale/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/the-nightingale/index.html	(from https://www.rebecca-murphy.net/)
10:48:49	37843/37843	---MCZ	200	added ('OK')	text/html	etag:W/%22380f08c0014058f67a6fad4bc4ab35d3--gzip%22	https://www.rebecca-murphy.net/rhino/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/rhino/index.html	(from https://www.rebecca-murphy.net/)
10:48:49	994715/994715	---M--	200	added ('OK')	image/jpeg	etag:CLOkk9qj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532307751003-K5EJS5VHISFD67PHFTIU/ke17ZwdGBToddI8pDm48kNiEM88mrzHRsd1mQ3bxVct7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0s0XaMNjCqAzRibjnE_wBlkZ2axuMlPfqFLWy-3Tjp4nKScCHg1XF4aLsQJlo6oYbA/creativejuices_b.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532307751003-K5EJS5VHISFD67PHFTIU/ke17ZwdGBToddI8pDm48kNiEM88mrzHRsd1mQ3bxVct7gQa/creativejuices_b0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:51	41044/41044	---MCZ	200	added ('OK')	text/html	etag:W/%224f1efcc7ff690ecae44187ca63c247e7--gzip%22	https://www.rebecca-murphy.net/gettrucked/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/gettrucked/index.html	(from https://www.rebecca-murphy.net/)
10:48:51	38549/38549	---MCZ	200	added ('OK')	text/html	etag:W/%22cb490a0cdc7ec17104f6ff45c001de23--gzip%22	https://www.rebecca-murphy.net/creativejuices/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/creativejuices/index.html	(from https://www.rebecca-murphy.net/)
10:48:51	1011747/1011747	---M--	200	added ('OK')	image/jpeg	etag:CISwodqj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532325230768-15FXR1LRMKG0PC1RJC4O/ke17ZwdGBToddI8pDm48kNiEM88mrzHRsd1mQ3bxVct7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0s0XaMNjCqAzRibjnE_wBlkZ2axuMlPfqFLWy-3Tjp4nKScCHg1XF4aLsQJlo6oYbA/axolotls.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532325230768-15FXR1LRMKG0PC1RJC4O/ke17ZwdGBToddI8pDm48kNiEM88mrzHRsd1mQ3bxVct7gQa/axolotls0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:52	37714/37714	---MCZ	200	added ('OK')	text/html	etag:W/%22f652a3690d066e399ec921b7313feed1--gzip%22	https://www.rebecca-murphy.net/patternaxolotl/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/patternaxolotl/index.html	(from https://www.rebecca-murphy.net/)
10:48:52	434574/434574	---M--	200	added ('OK')	image/jpeg	etag:CLu8/9mj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532308308281-WPFBHYX37XIDUYWM3EUS/ke17ZwdGBToddI8pDm48kFPXYRNPUoQGYnMqA0HCz9UUqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8PaoYXhp6HxIwZIk7-Mi3Tsic-L2IOPH3Dwrhl-Ne3Z2XtleWYsVR2VgNziqg6VOHT_HsaHdrdk5BhzbByS-CM9tJ7FN3X5-sPvnbvPhIz1B/growitlocal_rmurphyb.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532308308281-WPFBHYX37XIDUYWM3EUS/ke17ZwdGBToddI8pDm48kFPXYRNPUoQGYnMqA0HCz9UUqsx/growitlocal_rmurphyb0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:53	974368/974368	---M--	200	added ('OK')	image/jpeg	etag:CLjGsNqj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532309800472-EHFI2AZOQC47HS8VZFSG/ke17ZwdGBToddI8pDm48kJRsEtw8WA_UJ9QXrXFxQy17gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0k5fwC0WRNFJBIXiBeNI5fIa6FrD2UVhHivx3O01HYc2Ih6B6P4I_ZLXoIFGeAcg1A/record_doublerainbow.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532309800472-EHFI2AZOQC47HS8VZFSG/ke17ZwdGBToddI8pDm48kJRsEtw8WA_UJ9QXrXFxQy17gQa/record_doublerainbow0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:57	38094/38094	---MCZ	200	added ('OK')	text/html	etag:W/%22765ec13c3357b834652f49380b32f323--gzip%22	https://www.rebecca-murphy.net/cosmic-love/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/cosmic-love/index.html	(from https://www.rebecca-murphy.net/)
10:48:57	1468113/1468113	---M--	200	added ('OK')	image/jpeg	etag:CMm3k9qj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532325880700-ACOTVFUMST7CM6AQ7ALZ/ke17ZwdGBToddI8pDm48kFEBgILyiTnhZABRKgnV-2Z7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmyh-8_5GJNvrfz4o4yOfLS66u_lcf2VTjKMMk01TMZP-2zgulA6mT1Z85jxTh44oq/IMG_5907.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532325880700-ACOTVFUMST7CM6AQ7ALZ/ke17ZwdGBToddI8pDm48kFEBgILyiTnhZABRKgnV-2Z7gQa/IMG_59070e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:57	39041/39041	---MCZ	200	added ('OK')	text/html	etag:W/%2275c018824e11b02cead37bd4acf9bf35--gzip%22	https://www.rebecca-murphy.net/growitlocal/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/growitlocal/index.html	(from https://www.rebecca-murphy.net/)
10:48:57	37784/37784	---MCZ	200	added ('OK')	text/html	etag:W/%22d8ccf5c0ad2271e754562651ecc2ba46--gzip%22	https://www.rebecca-murphy.net/doublerainbowomg/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/doublerainbowomg/index.html	(from https://www.rebecca-murphy.net/)
10:48:58	744284/744284	---M--	200	added ('OK')	image/jpeg	etag:CIK/l9uj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532464281287-PHRESGOZPM6VP91KLX3P/ke17ZwdGBToddI8pDm48kPJXHKy2-mnvrsdpGQjlhod7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmihaE5rlzFBImxTetd_yW5btdZx37rH5fuWDtePBPDaHF5LxdCVHkNEqSYPsUQCdT/13B9BBA0-small.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532464281287-PHRESGOZPM6VP91KLX3P/ke17ZwdGBToddI8pDm48kPJXHKy2-mnvrsdpGQjlhod7gQa/13B9BBA0-small0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:59	946681/946681	---M--	200	added ('OK')	image/jpeg	etag:CJjoqtuj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532433790662-TQDQTH4P58YG3247SALO/ke17ZwdGBToddI8pDm48kJK4Mm1kch8SFO9ZNkN1NT97gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmFk_H6M1tkD9NpL7mXac0oVSXdFfjxR5AjcLwGSebOiGBsFzzcw3xKxvyC_6CFFG_/breakfastvibes2.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532433790662-TQDQTH4P58YG3247SALO/ke17ZwdGBToddI8pDm48kJK4Mm1kch8SFO9ZNkN1NT97gQa/breakfastvibes20e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:59	38260/38260	---MCZ	200	added ('OK')	text/html	etag:W/%2296ec189567483b67681acab605bc3834--gzip%22	https://www.rebecca-murphy.net/lucky-cricket/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/lucky-cricket/index.html	(from https://www.rebecca-murphy.net/)
10:48:59	591671/591671	---M--	200	added ('OK')	image/jpeg	etag:CIPp99mj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532326868950-LBJEMH7IMV5NM2B07V1B/ke17ZwdGBToddI8pDm48kMXxfhCkgM7NSxWD93zxriR7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmnhdptcuU1alwky_sWs380u9mdelDodqkBPprfqbTlucD7pHZvTrHENGovkWXNsKt/IMG_7022.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532326868950-LBJEMH7IMV5NM2B07V1B/ke17ZwdGBToddI8pDm48kMXxfhCkgM7NSxWD93zxriR7gQa/IMG_70220e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:59	211182/211182	---M--	200	added ('OK')	image/jpeg	etag:CIrxjtmj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532229936816-XBWJ0IG6OGWPWIM6V2DD/ke17ZwdGBToddI8pDm48kBxX7QcyDclQBhYCHwbxl9YUqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8PaoYXhp6HxIwZIk7-Mi3Tsic-L2IOPH3Dwrhl-Ne3Z2cYSQx44Ke2W_Sil3mM9rjxDy3bM_ekv-qrbBkbvMWLYxb27qhdBlCJwccbVYQTp-/alivenrockin.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532229936816-XBWJ0IG6OGWPWIM6V2DD/ke17ZwdGBToddI8pDm48kBxX7QcyDclQBhYCHwbxl9YUqsx/alivenrockin0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:49:00	38119/38119	---MCZ	200	added ('OK')	text/html	etag:W/%222c919abed7b0e8e75dc4915426925320--gzip%22	https://www.rebecca-murphy.net/breakfast-vibes/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/breakfast-vibes/index.html	(from https://www.rebecca-murphy.net/)
10:49:00	1012907/1012907	---M--	200	added ('OK')	image/jpeg	etag:CMix8Nqj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532328425294-5H3N69WH2QJHBKABFUW0/ke17ZwdGBToddI8pDm48kNWNdNd0RoJ4ou9iYxQT8g17gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0kMlYkjvFlctRdmAM11rxFTptY0Dkk5hV-BM64HsYIJrA8CileIbI1rw_glYhyRClg/P1030775b.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532328425294-5H3N69WH2QJHBKABFUW0/ke17ZwdGBToddI8pDm48kNWNdNd0RoJ4ou9iYxQT8g17gQa/P1030775b0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:49:00	37675/37675	---MCZ	200	added ('OK')	text/html	etag:W/%22fd45953c21c94ed3ef3d65cd41259bb0--gzip%22	https://www.rebecca-murphy.net/pattern-friday-13th/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/pattern-friday-13th/index.html	(from https://www.rebecca-murphy.net/)
10:49:01	895792/895792	---M--	200	added ('OK')	image/jpeg	etag:CI6Pjdqj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532328292417-9GIDCFNREZ7NU1G0337N/ke17ZwdGBToddI8pDm48kH7bcx_p807l_7aJvGUB_uN7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0ivq7Q1ckvJa8MA8qNUlEOb5ayIfISEBZb_L8CfvGEaIB8YD9SEW32zUFrGfM3H_Sw/P1030793b.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532328292417-9GIDCFNREZ7NU1G0337N/ke17ZwdGBToddI8pDm48kH7bcx_p807l_7aJvGUB_uN7gQa/P1030793b0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:49:01	39905/39905	---MCZ	200	added ('OK')	text/html	etag:W/%22c2ccfab3d13f6538910e16bc9d4315e0--gzip%22	https://www.rebecca-murphy.net/alivenrockin/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/alivenrockin/index.html	(from https://www.rebecca-murphy.net/)
10:49:09	1376238/1376238	---M--	200	added ('OK')	image/jpeg	etag:CM7pnduj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532433657614-QIGO4L0DL56TVJ8X814C/ke17ZwdGBToddI8pDm48kNiEM88mrzHRsd1mQ3bxVct7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0s0XaMNjCqAzRibjnE_wBlkZ2axuMlPfqFLWy-3Tjp4nKScCHg1XF4aLsQJlo6oYbA/dreamingoffalcor.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532433657614-QIGO4L0DL56TVJ8X814C/ke17ZwdGBToddI8pDm48kNiEM88mrzHRsd1mQ3bxVct7gQa/dreamingoffalcor0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:49:10	38262/38262	---MCZ	200	added ('OK')	text/html	etag:W/%2239494f6524aedf66c576c520f70daa4f--gzip%22	https://www.rebecca-murphy.net/sweetheart/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/sweetheart/index.html	(from https://www.rebecca-murphy.net/)
10:49:10	38232/38232	---MCZ	200	added ('OK')	text/html	etag:W/%22604a0178d488795af234a8aae0d658b7--gzip%22	https://www.rebecca-murphy.net/rev-head/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/rev-head/index.html	(from https://www.rebecca-murphy.net/)
10:49:10	37802/37802	---MCZ	200	added ('OK')	text/html	etag:W/%22327a5c2f83ac072e4ab2931652b4bc08--gzip%22	https://www.rebecca-murphy.net/dreaming-of-falcor/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/dreaming-of-falcor/index.html	(from https://www.rebecca-murphy.net/)
10:49:10	322471/322471	---M--	200	added ('OK')	image/jpeg	etag:CP+rkdqj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532328806054-IGSNOB42WECLJEJAZ607/ke17ZwdGBToddI8pDm48kNn7aEl59q_VO1GEifyUXS4UqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8N_N4V1vUb5AoIIIbLZhVYxCRW4BPu10St3TBAUQYVKcdvBg2iXatataEAbIXBJttYWQhptUOs2huYTfjXeo-cza5MxiKY67F5iKmPIdigig/schrodingersgardenclub.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532328806054-IGSNOB42WECLJEJAZ607/ke17ZwdGBToddI8pDm48kNn7aEl59q_VO1GEifyUXS4Uqsx/schrodingersgardenclub0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:49:10	1032600/1032600	---M--	200	added ('OK')	image/jpeg	etag:CMCqpdqj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532327129425-IR3UJ8X9OSLR6CP912PP/ke17ZwdGBToddI8pDm48kI6hiv6FiZNaWUu7DqJkgLF7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UXkdarYuT8GtMF4kqcyM100XXXgBMsiXvPePmZAuTrttt_E4_mC25allKlv8imDARw/grinninggunakadeit_front.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532327129425-IR3UJ8X9OSLR6CP912PP/ke17ZwdGBToddI8pDm48kI6hiv6FiZNaWUu7DqJkgLF7gQa/grinninggunakadeit_front0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:49:14	584520/584520	---M--	200	added ('OK')	image/jpeg	etag:CNCWo9qj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532328931661-UU5ACX9QDJXUCQ0CWFLO/ke17ZwdGBToddI8pDm48kHZ4z_7ws0zXfOsNY0-TiqZ7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmbAPWDwNhuSEKyCuGePwJdpa6AS-S_OhJK7xgCeetVvsQzZ8pirjroVyaQd0ueGC9/wallflower.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532328931661-UU5ACX9QDJXUCQ0CWFLO/ke17ZwdGBToddI8pDm48kHZ4z_7ws0zXfOsNY0-TiqZ7gQa/wallflower0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:49:15	1009110/1009110	---M--	200	added ('OK')	image/jpeg	etag:CJb+ndqj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532329232989-PC1DOPEIEQTJZ0VXN9ZQ/ke17ZwdGBToddI8pDm48kF_NRzDIKM549X9KVPaJdBV7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0pTKqSDRwmMK43IUI3HojJXQt2bnwNXFgr0n9-eZH4ET2UkIB4qbavcz2YylH3L86A/traceabledown_final_thickerlines.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532329232989-PC1DOPEIEQTJZ0VXN9ZQ/ke17ZwdGBToddI8pDm48kF_NRzDIKM549X9KVPaJdBV7gQa/traceabledown_final_thickerlines.2d0e7d.delay	(from https://www.rebecca-murphy.net/)
